,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
73,2023-11-12 08:50:00,,1102.0,,52.87,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
74,2023-11-12 09:00:00,,13.0,116.52384615384615,52.792,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
75,2023-11-12 09:10:00,,1103.0,,52.756,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
76,2023-11-12 09:20:00,,1104.0,,52.536,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
77,2023-11-12 09:30:00,,1105.0,,52.338,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
78,2023-11-12 09:40:00,,1106.0,,52.264,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
79,2023-11-12 09:50:00,,1107.0,,52.117,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
80,2023-11-12 10:00:00,,14.0,126.22611721611722,51.945,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
81,2023-11-12 10:10:00,,1108.0,,52.1,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
82,2023-11-12 10:10:00,,1109.0,,51.72,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
83,2023-11-12 10:20:00,,1111.0,,51.607,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
84,2023-11-12 10:20:00,,1110.0,,51.6,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
85,2023-11-12 10:30:00,,1112.0,,51.516,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
86,2023-11-12 10:40:00,,1113.0,,51.326,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
87,2023-11-12 10:50:00,,1114.0,,51.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
88,2023-11-12 10:50:00,,1115.0,,51.147,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
89,2023-11-12 11:00:00,,16.0,97.08710622710623,50.935,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
90,2023-11-12 11:00:00,,15.0,97.08710622710623,51.1,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
91,2023-11-12 11:10:00,,1117.0,,50.758,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
92,2023-11-12 11:10:00,,1116.0,,50.8,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
93,2023-11-12 11:20:00,,1118.0,,50.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
94,2023-11-12 11:20:00,,1119.0,,50.469,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
95,2023-11-12 11:30:00,,1120.0,,50.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
96,2023-11-12 11:30:00,,1121.0,,50.224,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
